level3code,level3,categorycode,category,subcategorycode,subcategory,iditem,coditem,FMCODE,ean,item,is_deleted
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5148,24300,22aabba,,NESCAF� LAINEX TAKE AWAY MEDIANO (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5149,24301,22aabba,,NESCAF� LAINEX TAKE AWAY GRANDE (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5150,24302,22aabbb,,NESCAF� ALEGRIA 8oz (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5151,24303,22aabbb,,NESCAF� ALEGRIA 4oz (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5152,24304,22aabba,,VASO POLIPAPEL 9oz D/P + TAPA BLANCA X UN (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5153,24305,22aabba,,NESCAFE EDULCORANTE CAJA X 400 STICK (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5154,24306,22aabba,,NESCAF� Az�car Stick (1000x5g) AR (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5155,24307,22aabba,,SERVILLETAS DE PAPEL ECOLOGICA (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5156,24308,22aabba,,TRANSPARENTE AGITADOR DE MADERA (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5157,24309,22aabba,,VASO POLIPAPEL 14oz DOBLE PA + TAPA BL UN (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5158,24310,22aabba,,NESCAF� Espresso Roast BOLSA X 1 KG (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5159,24311,22aabbb,,NESCAFE VASOS ESPRESSO DE 4 OZ (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5300,24314,22aabbb,,NESCAFE LAINEX CAFE CON LECHE EXPRESS (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5307,24320,22aabbb,,DELIVERY LAINEX + BUDIN LIMON (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5308,24319,22aabbb,,DELIVERY LAINEX + CROISANT JYQ (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5309,24318,22aabbb,,DELIVERY LAINEX + PAN DE CAMPO (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5310,24321,22aabbb,,DELIVERY LAINEX + DONUT CHOC RELLENA (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5311,24317,22aabbb,,DELIVERY LAINEX + 2 MEDIALUNAS ICEDREAM (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5359,24324,22aabbb,,DELIVERY LAINEX + 1 TERRA TRIPLE TORTA CHOCO 70G,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5360,24323,22aabbb,,DELIVERY LAINEX + 1 CHOCO ALFAJOR ARROZ DDL 25G,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5362,24325,22aabbd,,Cafe TAM + Medialuna Cortesia (Lainex-Piloto),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5493,24316,22aabbb,,NESCAFE LAINEX CAPUCCINO (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5494,24315,22aabbb,,NESCAFE LAINEX CAFE DOBLE (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5495,24313,22aabbb,,NESCAFE LAINEX JARRITO CAFE EXPRESS (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-01-00,Cafe,5497,24312,22aabbb,,NESCAFE LAINEX POCILLO CAFE EXPRESS (PILOTO),f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-02-00,Te,710,19267,22aabdb,,TARAGUI TE SABORES VARIOS X UNIDAD,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-03-00,Chocolate Caliente,909,18401,22aabaa,,BONAFIDE SUBMARINO X UNIDAD,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-03-00,Chocolate Caliente,1154,23637,22aabaa,,NESCAFE FUSION SUBMARINO X UNIDAD,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-03-00,Chocolate Caliente,1155,23638,22aabaa,,NESCAFE FUSION CAPUCCINO X UNIDAD,f
02-07,Cafeteria,30-00-00,Bebidas Calientes,30-03-00,Chocolate Caliente,1178,23632,22aabaa,,NESCAFE FUSION CHOCOLATE C/ LECHE X UNIDAD,f
03-01,Lubricantes,24-00-00,Productos para el automotor,24-01-00,Lubricantes,3041,22111,21aeaab,,DESCUENTO 15/20 %,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-01-00,Lubricantes,3171,21262,24abaib,,COLOCACION ESCOBILLAS DE NA TEST,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2705,19195,24aaaej,7790627000134,BARDAHL AGUA DESMINERALIZADA C/INHIBIDOR CORRO.X4L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2806,18675,24aaaej,7790627112677,BARDAHL MOTOR COOL (Antic.Ref. Permanente) X 950 C,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2902,18857,24aaaej,7790627112561,BARDAHL REFRIGERANTE T.I.R. C.VERDE TIPO A X 500CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2903,18858,24aaaej,7790627112523,BARDAHL REFRIGERANTE T.I.R. C.VERDE TIPO A X 950CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2904,18859,24aaaej,7790627112530,BARDAHL REFRIGERANTE T.I.R. C.AMARI.TIPO A X 950CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2905,18860,24aaaej,7790627112547,BARDAHL REFRIGERANTE T.I.R. C.ROJO F TIPO A X950CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2969,21888,24aaaeb,,FILTRO MANN C 37001/1 AIRE,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,2970,21889,24aaaeb,,Filtro Mann C 43 102 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3097,20880,24aaada,,ROLITO AGUA DESMINERALIZADA X 1L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3098,20881,24aaada,7798021470034,ROLITO AGUA DESMINERALIZADA X 5L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3110,21827,24aaaeb,,Filtro Mann C 24 028/1 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3111,21828,24aaaeb,,Filtro Mann C 2420 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3112,21829,24aaaeb,,Filtro Mann C 2585 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3113,21830,24aaaeb,,Filtro Mann C 26 003 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3114,21832,24aaaeb,,Filtro Mann C 2776 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3115,21833,24aaaeb,,Filtro Mann C 29 108 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3116,21835,24aaaeb,,Filtro Mann C 2998/5 X Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3117,21836,24aaaeb,,Filtro Mann C 30 125/4 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3118,21837,24aaaeb,,Filtro Mann C 30 130/3 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3119,21839,24aaaeb,,Filtro Mann C 3087/1 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3120,21840,24aaaeb,,Filtro Mann C 3092 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3121,21841,24aaaeb,,Filtro Mann C 31 003/1 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3122,21842,24aaaeb,,Filtro Mann C 3366 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3123,21826,24aaaeb,,Filtro Mann C 24 005 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3124,21843,24aaaeb,,Filtro Mann C 3485/2 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3125,21845,24aaaeb,,Filtro Mann C 35 154 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3126,21846,24aaaeb,,Filtro Mann C 3585 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3127,21847,24aaaeb,,Filtro Mann C 37 153 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3128,21848,24aaaeb,,Filtro Mann C 4151 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3129,21849,24aaaeb,,Filtro Mann C 4292 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3138,21844,24aaaeb,,Filtro Mann C 3495 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3139,21824,24aaaeb,,Filtro Mann C 2329 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3140,21823,24aaaeb,,Filtro Mann C 2295/2 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3141,21822,24aaaeb,,Filtro Mann C 2256 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3163,21813,24aaaeb,,Filtro Mann C 16 244 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3164,21815,24aaaeb,,Filtro Mann C 17 021 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3165,21816,24aaaeb,,Filtro Mann C 18 004 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3166,21817,24aaaeb,,Filtro Mann C 1858/2 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3167,21818,24aaaeb,,Filtro Mann C 1944 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3168,21819,24aaaeb,,Filtro Mann C 21 004 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3169,21820,24aaaeb,,Filtro Mann C 2192 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3170,21821,24aaaeb,,Filtro Mann C 2240 Aire,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,3621,1519,24aaaej,7790627101732,BARDAHL LAVAPARABRISAS X 1000 CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,4009,4008,24aaada,7798027180227,MIL-NOR AGUA DESMINERALIZADA X 950 CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-02-00,Líquidos Refrigerantes y Solventes,4010,4009,24aaada,7798027180234,MIL-NOR AGUA DESMINERALIZADA X 5 LITROS,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,2906,18862,24aaaec,7790627112325,BARDAHL LIQUIDO PARA FRENOS DOT 4 X 200CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,4012,4031,24aaaec,7797409093605,WAGNER LOCKHEED LIQ. P/FRENOS DOT 3 TIPO 3 X 200CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,4035,6561,24aaaec,7790627101841,BARDAHL LIQUIDO PARA FRENOS DOT 4 X 350CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,4048,6557,24aaaec,7790627100865,BARDAHL LIQUIDO PARA FRENOS X 350CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,4069,5317,24aaaec,7790627100834,BARDAHL LIQUIDO PARA FRENOS TIPO 3 DOT 3 X 200CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-03-00,Líquidos de Frenos,4079,5982,24aaaec,7797409411140,WAGNER LOCKHEED LIQUIDO PARA FRENOS X 1 LT,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2158,D25,21acfaa,,DESCUENTO 25%,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2160,D20,21acfaa,,DESCUENTO 20%,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2184,9092,21acdag,4050300504490,OSRAM LAMPARA 64151 H3 12V 55W BLSITER X UNIDAD,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2201,9093,21acdag,7798027180340,LAMP.2721 12V X 2 UNID.(CASQUILLO VIDRIO S/CULOTE),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2202,9094,21acdag,,LAMPARA PARA AUTO 6411 12V 10W TUBULAR BLI.X 2 UNI,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2203,9096,21acdag,7798027182382,LAMP. 7537 PATAS DESPAREJAS 24V 20/7W BL.X 2 UNID.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2204,9100,21acdag,7798027180326,LAMPARA 3930 24V 4W BLISTER X 2 UNIDADES,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2215,9339,21acefa,7798039290327,CINTA AISLADORA DE PVC VARIOS COLORES BLIST X UNI,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2654,7332,21aceec,079567520054,WD-40 AEROSOL X 155 GR,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2679,19930,21acfaa,,ENTRADA AQUASOL PARQUE DE JUEGOS ACUATICO P/MENOR,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2727,20627,21acecb,7790911054522,REVIGAL UNIDOSIS LAVAPARABRISAS,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2800,18570,21aceda,7790911004794,REVIGAL INSTANT PERFUME AROMAS SURTIDOS X UNIDAD,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,2801,18571,21aceed,7790911007122,REVIGAL INFLADOR SELLADOR NEUMATICOS AERO X 420CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3108,21261,21aceda,,EMBELLECEDOR TAPIZADO NA TEST CONSIGNACION X UN,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3576,1561,21acdag,7798039430037,GEN ROD FUSIBLE FICHA SURTIDOS BLISTER X 10 UNID.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3581,1563,21acdag,7798039430013,GEN ROD FUSIBLES VIDRIO SURTIDOS BLISTER X 10 UN,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3623,1540,21acebb,7791782001356,"CERCRIN CEPILLO DE MANO LAVA COCHE PITA 4,5cm",t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3626,1567,21acdag,7798027180081,LAMPARA 3893 12V 4W BLISTER X 2 UNIDADES,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3660,1573,21acdag,7798027180043,LAMP.7528 POS/GIR/STOP PAT.DESP 2POL 21/5W 12V BX2,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3664,1568,21acdag,7798027180074,LAMP.5007 REGLAM/INTERNA/PATENTE 12V 5W BL X 2 UN,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3667,1569,21acdag,7798027180067,LAMP. 533 REGLAM/INTERNA/PATENTE 12V 15W BL X 2 UN,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3677,1571,21acdag,7798027180050,LAMPARA 7506 12V 21W BLISTER X 2 UNIDADES,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3737,23220,21acfaa,,CUPON DESCUENTO LUBRICANTES 10%,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3738,23221,21acfaa,,CUPON DESCUENTO LUBRICANTES 15%,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,3739,23222,21acfaa,,CUPON DESCUENTO LUBRICANTES 20%,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4005,3X2,21acfaa,,DESCUENTO 3X2,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4038,6891,21aceda,7790911004091,REVIGAL PINO DESODORANTE AROMAS VARIOS BLIST.X UNI,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4052,4563,21acdag,7798027180098,LAMP.2825 12V 5W X 2 UNID.(CASQUILLO VID.S/CULOTE),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4072,5647,21acebb,7798011660377,FLORESTAL REJILLA TRIPLE BLISTER X 1 UNID.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4073,5648,21acedb,7798011660384,FRANELA FRIZADA BLISTER X 1 UNID.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4076,5758,21acdag,7798027180036,LAMP.7240 (AN) P/AUTO BLISTER X 2 UNID.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4078,5885,21acece,7790911000307,REVIGAL LAVA PARABRISAS CONCENTRADO BOT X 580CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4169,30000,,,TARJETA SHELL LATAM PASS X UNIDAD,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4382,22300,,,VOUCHER ESTACIONAMIENTO,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4842,1506,,,LAMP.6451 12V 15W TUBULAR BLISTER X 2 UNIDADES,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-04-00,Cuidado del Automotor,4845,5393,21acdag,7798027182375,LAMP.2821 12V 3W X 2 UNID.(CASQUILLO VID.S/CULOTE),t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2013,L61577,24aaaea,,UREA RA�ZEN 32 X 20 LTS,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2216,920784,24aaaea,,AJUSTE IMPORTE SFLOTA AFTER MARKET,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2734,20708,24aaaea,7790627001230,BARDAHL LIMPIA INYECTORES NAFTA X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2735,20710,24aaaea,7790627001216,BARDAHL LIMPIA INYECTORES GAS OIL X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2736,20711,24aaaea,7790627001223,BARDAHL LIMPIA INYECTORES GAS OIL X 250CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2737,20712,24aaaea,7790627001261,BARDAHL OPTIMIZADOR DE NAFTA X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2738,20713,24aaaea,7790627001278,BARDAHL OPTIMIZADOR DE NAFTA X 250CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2739,20714,24aaaea,7790627001308,BARDAHL OPTIMIZADOR DE GAS OIL X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2740,20715,24aaaea,7790627001315,BARDAHL OPTIMIZADOR DE GAS OIL X 250CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2748,20709,24aaaea,7790627001247,BARDAHL LIMPIA INYECTORES NAFTA X 250CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2773,20414,24aaaea,7790627000912,BARDAHL MEJORADOR DE INYECCION NAFTA 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2774,20417,24aaaea,,BARDAHL MEJORADOR DE INYECCION NAFTA X 250 CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,2907,18863,24aaaea,7790627112660,BARDAHL TOP DIESEL ECO SAVER X 500CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3096,20874,24aaaea,,BARDAHL UREA ARNOX 32 TOP BLUE�BIDON X 10L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3534,17120,24aaaea,7790627101275,BARDAHL MAXIMA COMPRESION PLATINUM  X 400CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3535,17121,24aaaea,7790627101282,BARDAHL MAXIMA COMPRESION DIESEL PLATINUM X 400CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3536,17123,24aaaea,7790627112127,BARDAHL XTC CON MOLIBDENO X 500CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3733,23209,24aaaea,7790627701635,M�XIMA COMPRESI�N FLEX 12 X 400 ml,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3734,23211,24aaaea,7790627701659,M�XIMA COMPRESI�N FLEX 8 X 1 L,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3963,4264,24aaaea,73579652246,WYNNs SPIT FIRE (NAFTA) BOTELLA X 354CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3965,4345,24aaaea,7790039507368,WYNNs DIESEL FUEL CONDITIONER BOTELLA X 150CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3971,4413,24aaaea,7790627101220,BARDAHL MEJORADOR NAFTA TOP GUN X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3972,4414,24aaaea,7790627101237,BARDAHL MEJORADOR NAFTA TOP GUN X 250 CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3977,4435,24aaaea,77910219,BARDAHL MEJORADOR GAS OIL TOP DIESEL X 110CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,3978,4436,24aaaea,77910226,BARDAHL MEJORADOR GAS OIL TOP DIESEL X 250CC.,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4018,4490,24aaaea,7793815000763,MOLYKOTE AF2 ANTIFRICCION BOTELLA X 150CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4028,6469,24aaaea,,MOLYKOTE AF4 ANTIFRICCION BOTELLA X 300CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4029,6478,24aaaea,7793815200774,MOLYKOTE CHEM 10 LIMPIA INYECT-CARBUR BOT. X 150CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4030,6480,24aaaea,7793815200767,MOLYKOTE CHEM 10 NAFTA ACTIV DE COMBUST BOT 150CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4031,6481,24aaaea,7793815100111,MOLYKOTE CHEM 10 NAFTA ACTIV DE COMBUST BOT 300CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4032,6482,24aaaea,7793815200750,MOLYKOTE CHEM 10 DIESEL ACTIV DE COMBUST BOT 150CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4034,6527,24aaaea,7790627000455,BARDAHL L.L.S. MOTORES NUEVOS LONG LIFE X 500CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4045,7313,24aaaea,073579610017,WYNNs INJECTOR CLEANER BOTELLA X 354CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4065,5040,24aaaea,73579643022,WYNNs SUPER FOR OIL BOTELLA X 325CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4066,5043,24aaaea,73579506051,WYNNs ENGINE STOP LEAK BOTELLA X 354CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-05-00,Otros Aditivos,4081,4492,24aaaea,7793815100050,MOLYKOTE ANTIFRIC. P/DIF Y CAJA VELOCIDAD X 60CC,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-06-00,Otros Productos para el Automotor,1957,23797,24aaaef,,Filtro Mann W 719/50 Aceite,t
03-01,Lubricantes,24-00-00,Productos para el automotor,24-06-00,Otros Productos para el Automotor,1958,23798,24aaaeb,,Filtro Mann C 3210 Aire,t
