level3code,level3,categorycode,category,subcategorycode,subcategory,iditem,coditem,FMCODE,ean,item,is_deleted
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1417,21509,21aecaa,7896624202677,CHUPETIN YO KAI TATTO X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1418,21510,21aecaa,789662420267,CHUPETIN YO KAI WATCH X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1436,21569,21aecab,7790580121037,MOGUL CARAMELO DE GOMA VASO MUNDIAL POTE X 135G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1469,21574,21aecaa,7798032260419,FRUTTI CROC FRUTA CROCANTE MANZANA ROJA x 20G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1470,21575,21aecaa,7798032260433,FRUTTI CROC FRUTA CROCANTE MANZANA VERDE x 20G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1471,21576,21aecaa,7798333290030,FRUTTI CROC FRUTA CROCANTE FRUTILLA x 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1510,21411,21aecgb,,MENTHOPLUS CARAMELOS MENTA X 30.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1521,21410,21aecgb,77922663,MENTHOPLUS CARAMELOS MENTHOL X 30.6G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1535,21264,21aecad,8992741970563,ZONE GUMMI DOGGIE GOMITAS X 9G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1536,21265,21aecad,8992741970549,ZONE GUMMI BURGER GOMITAS X 9G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1597,21441,21aecad,7790580111618,HALLOWEEN MOGUL GOMITAS SAPITOS BOLSA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1598,21442,21aecab,,HALLOWEEN MOGUL CARAMELOS MASTICABLES HUESO X 3.3G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1610,21657,21aecab,70462098501,GOMITA SOUR PATCH  KIDS 56GRS.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1611,21658,21aecab,7339000903,GOMITA SOUR XTREMES BITE 57 GRS.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1640,21892,21aecab,7790580123536,MOGUL MORAS X250G (DOY-CORA),f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1641,21893,21aecab,17790580123540,MOGUL MORAS X 70 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1652,21905,21aecaa,77958532,MENTHO-PLUS CARAMELOS VITAMIN LIM�N X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1653,21906,21aecaa,77958549,MENTHO-PLUS CARAMELOS VITAMIN FRUTILLA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1670,22171,21aecad,7798130958034,XTREME BERRY CARAMELO X 25 GR,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1671,22172,21aecaa,7798130953633,CHUPETIN COCO POP X 17 G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1672,22173,21aecaa,7798130959611,CHUPETIN FUN POP WHATS UP X 15 G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1711,22139,21aecab,7790580116118,MOGUL CARAMELOS DE GOMA ACIDOS BOLSA X 60G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1712,22140,21aecab,7790580120764,MOGUL CARAMELOS DE GOMA TUTTI FRUTTI BOLSA X 60G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1713,22141,21aecab,7790580117030,MOGUL CARAMELOS DE GOMA OSO EXTREME BOLSA X 55G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1714,22142,21aecab,7790580121594,MOGUL CARAMELOS DE GOMA SANDIA EXTREME BOLSA X 55G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1725,21810,21aecab,7798130954821,MARSHMALLOWS TWIST 12GR,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1726,21809,21aecaa,7798130954760,CHUPETIN EMOTI POP 11GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1727,21692,21aecab,7790580110734,HALLOWEEN MOGUL CARAMELO DE GOMA BLOODY ROLLO X35G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1728,21693,21aecab,7790580121525,HALLOWEEN MOGUL CARAMELO DE GOMA RATA N ROCK X50G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1729,21694,21aecad,7790580122027,HALLOWEEN CALABAZA C/LED X 96G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1741,21708,21aecba,7797394001265,TIC TAC PASTILLAS SABOR MIX FRUTAL X 16GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1751,21720,21aecab,7790580111465,MOGUL CONFITADO X 40G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1752,21691,21aecab,7790580111595,HALLOWEEN MOGUL CARAMELO DE GOMA COLMILLOS X30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1756,21660,21aecaa,,MENTHO-PLUS CARAMELOS INHALANTES DE CEREZA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1757,21661,21aecaa,77958648,MENTHO-PLUS CARAMELOS INHALANTES STRONG X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1758,21662,21aecaa,,MENTHOPLUS MENTOL X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1759,21663,21aecaa,77958655,MENTHO-PLUS CARAMELOS INHALANTES MIEL X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1760,21664,21aecaa,77922694,MENTHOPLUS MENTA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1776,21682,21aecab,7790580200114,MOGUL CARAMELOS DE GOMA TIBURON X 30G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1792,21791,21aecaa,7622300868390,HALLS FREE STRONG CARAMELOS DUROS PAQ.X 20G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1819,21742,21aecaa,7798032260426,"FRUTTI CROC FRUT CROC FRUTILLA, MANZANA X 20G",f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,1820,21745,21aecia,78938533,TIC TACT PASTILLAS SABOR FRUTOS ROJOS X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,3981,4475,21aecaa,,PICO DULCE CHUPETIN X 14 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,3982,4476,21aecaa,,BABY DOLL CHUPETIN  X 4 UN. PAQ. X 24GR,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4055,4601,21aecia,78600010,TIC TAC PASTILLAS SABOR MENTA CAJA X 16 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4056,4602,21aecia,78600027,TIC TAC PASTILLAS SABOR NARANJA CAJA X 16 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4120,23563,,,DELIVERY MENTHOPLUS MIEL 2X1,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4121,23564,,,DELIVERY MENTHOPLUS STRONG 2X1,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4125,23568,,,DELIVERY STARBURST  2X1,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,4892,23930,,,DELIVERY 2X1 MENTH CARAM INHALANTES CEREZA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5187,23971,21aecaa,,DELIVERY 2 X $60 MENTHO-P CA INH DE CEREZA X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5188,23972,21aecaa,,DELIVERY 2 X $60 MENTHO-PLUS CA INH STRONG X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5189,23973,21aecaa,,DELIVERY 2 X $60 MENTHO-PLUS CA INH MIEL X 29.4G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5190,23974,21aecaa,,DELIVERY 2 X $45 MO CA GOFRUTALES ROLLO X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5191,23975,21aecaa,,DELIVERY 2 X $45 MO CA GOEXTREME ACIDO ROLLO X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5449,24477,21aecad,,DELIVERY 2da al 50%MENTHO-PLUS  STRONG X 29.4G,t
02-01,Kiosko,08-00-00,Golosinas,08-02-00,Chupetines y Pastillas,5450,24478,21aecad,,DELIVERY 2da al 50%MENTHO-PLUS   DE CEREZA X 29.4G,t
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,6,20420,21aecfa,77913197,CACHAFAZ OBLEA BLANCA X 30 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,7,20421,21aecfa,77913180,CACHAFAZ OBLEA LECHE X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,35,20331,21aecfd,78912359,GAROTO BATON CHOCOLATE CON LECHE X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,41,20344,21aeceb,7622300056483,MILKA CHOCOLATE LECHE TABLETA X 70G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,42,20348,21aecfa,7790070411952,GALLO OBLEA CHOCOLATE X 20G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,44,20352,21aecfa,7790580032807,BLOCK OBLEA RELLENA X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,47,20357,21aeced,7790580103750,COFLER TABLETA CHOCOLATE BLANCO DDL X 42 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,48,20358,21aecfd,7790580020064,CITOS BON O BON X 40G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,49,20359,21aecfd,7790580020071,CITOS COFLER LECHE X 40G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,58,20596,21aeceb,7891000107713,NESTLE CHOCOLATE CRUNCH X 22.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,60,20610,21aecec,7891000107805,SUFLAIR CHOCOLATE DUO BLANCO C/LECHE X 110G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,61,20611,21aecec,7891000107744,SUFLAIR CHOCOLATE C/LECHE X 110G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,65,20624,21aecfd,77947505,AGUILA MEDALLON DE MENTA BOCADITO X 14G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,103,20560,21aecfa,7613033353321,NESTLE OBLEA DE CHOCOLATE KIT KAT X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,106,20571,21aeced,7790580040567,AGUILA DOR CHOCOLATE LECHE RELL.C/MOUSSE TAB.X 70G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,107,20573,21aecec,7790580103521,CHOCOLATE LECHE CON CONFITES COFLER X 55 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,199,20291,21aeceh,7790580139407,BON O BON HUEVO CHOCOLATE C/LECHE X 210G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,207,20069,21aeceb,7790580255619,COFLER TABLETA CHOCOLATE DDL X 42G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,208,20070,21aeceh,7798068099106,DRIMER ROSA DE CHOCOLATE  X 22G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,221,20122,21aecfa,7613034309105,NESQUIK OBLEA X 23G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,296,21214,21aecac,7790580111526,ROCKLETS BOLLS PAQUETE X 35G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,306,21226,21aeceb,7622300844905,MILKA CHOCOLATE CON DULCE DE LECHE X 29G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,307,21229,21aecee,7891000111611,NESTLE CHOCOLATE DIPLOMATA TABLETA X 118G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,308,21232,21aecee,7891000111673,NESTLE CHOCOLATE CRUNCH TABLETA X 115G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,317,21133,21aecfa,7622300989354,MILKA OBLEA CHOCO PAUSE X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,341,21188,21aecfb,7790580117566,ROCKLETS HUEVO SUPER X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,356,20855,21aecfa,,BON-O-BON OBLEA BAÑADA XL X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,358,20856,21aeceb,7790580109431,COFLER TABLETA REX X  55G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,367,20884,21aecfd,77944900,SHOT BOMBON MANI CON CHOCOLATE X 12G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,368,20885,21aecfd,7622300594220,MILKA BOMBON CHOCOLATE CON DDL X 12.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,401,20889,21aecfd,77946744,COFLER BOMBON BLOCK X 18G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,432,20893,21aeceb,7791249020098,CADBURY CHOCOLATE C/LECHE TRES SUE�OS X 24G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,433,20895,21aeceb,7791249020104,CADBURY CHOCOLATE C/LECHE TRES SUE�OS X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,434,20896,21aecea,7622400005190,MILKA MANCHAS CHOCOLATE C/LECHE TABLETA X 100G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,435,20899,21aeceb,7622300844967,MILKA CHOCOLATE BLANCO CON DULCE DE LECHE X 67.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,436,20901,21aeceb,80052760,KINDER BUENO OBLEA CHOCOLATE CON LECHE X 43G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,437,20902,21aeceb,77949684,KINDER CHOCOLATE CON LECHE EN BARRA X 50G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,440,20906,21aecfd,78939363,GAROTO BATON EXTRA MILK X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,458,19646,21aecea,7790580103552,COFLER ROCKETS X 100G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,459,19645,21aeceb,7790580619619,COFLER EXTRA BARRA DE CHOCOLATE MARROC X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,460,19638,21aeceb,7790580106560,COFLER CHOCOLATE 2 PLACERES X 55G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,463,07467,,7790206009800,TIVIS CUBANITO RELL.BAÑAD.C/CHOCOLATE Y CEREAL 25G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,484,09677,21aeceh,8000500009673,FERRERO ROCHER BOMBONES ESTUCHE ACRILICO X 300GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,499,04887,21aecac,,VIZZIO ALMENDRAS CUBIERTAS C/CHOC.C/LECHE CAJ.X80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,516,11633,21aecac,7790580327415,ROCKLETS CONFITES DE CHOCOLATE PAQ. X 40 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,518,17022,,7790580346515,BON-O-BON OBLEA BAÑADA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,522,17046,21aecac,7790114901234,SHOT CONFITES DE MANI CON CHOCOLATE CAJA X 40G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,524,17069,21aecfa,7792360072461,BONAFIDE NUGATON OBLEA CUB.C/CHOCO BLANCO X 27G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,525,17070,21aecfa,7792360072447,BONAFIDE NUGATON OBLEA CUB.C/CHOCO C/LECHE X 27G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,526,17071,21aeceh,7792222040980,MECANO TUERCA DE CHOCOLATE C/DULCE DE LECHE X 19G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,537,17335,21aecfd,,ARCOR SELECCION DE BOMBONES SURTIDOS CAJA X 270GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,540,17404,21aecfa,7790580346614,BON-O-BON OBLEA BLANCA X 30G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,549,15016,21aeceh,7790580587901,BON-O-BON HUEVO DE PASCUA DE CHOCO C/LECHE X 55G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,550,15018,21aeceh,,BON-O-BON CONEJO DE PASCUA DE CHOCO C/LECHE X 20GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,552,15301,21aecec,77953124,COFLER BLOCK CHOCOLATE C/LECHE Y MANI TAB.X 38GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,565,16621,21aeceh,7790580587802,HUEVO DE PASCUA BON O BON CHOCOLATE C/LECHE X 110G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,616,01268,21aecea,7790407490605,COFLER CHOCOLATE AIREADO MIXTO X 60 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,617,01269,21aecea,7790407490704,COFLER CHOCOLATE AIREADO LECHE X 60g,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,622,01313,,77919373,BON-O-BON BOMBON DE CHOCOLATE C/LECHE X 17GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,627,01393,21aecec,7622300800246,MILKA LEGER CHOCOLATE ALMENDRAS TABLETA X 25G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,645,04277,21aecfb,7891053,KINDER SORPRESA HUEVO CHOCOLATE X 20 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,694,18998,21aecfd,7794921000746,MERENGO BOCADITO DE DULCE DE LECHE X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,701,19204,21aecea,,SNICKERS BARRA RELLENO MANI CUB.C/CHOCOLATE 21.5G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,711,19285,21aeceb,7790580103538,COFLER CHOCOLATE BCO&COOK X 55G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,722,18804,21aecee,7506174500207,"SNICKERS BARRA RELL.MANI CUB.C/CHOCOLATE X 52,7 GR",f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,736,18864,21aeceh,78602731,HUEVO KINDER JOY X20G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,799,19485,21aecea,7891000107836,SUFLAIR CHOCOLATE C/LECHE X 50G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,809,17860,21aecec,7791249020067,CADBURY CHOCOLATE RELLENO YOGHURT FRUTILLA X 27G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,829,18171,21aecfd,77990327,EL CACHAFAZ CONITO DULCE DE LECHE X 38G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,836,17486,21aecfd,7792360070047,BONAFIDE BOCADITO DDL X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,856,17722,21aecfd,77972279,BOMBON TOFI LECHE X 15G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,858,17736,21aecfd,78912366,GAROTO BATON CHOCOLATE BLANCO X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,863,18228,21aecec,7790580746612,TOFI CHOCOLATE C/LECHE RELLENO D.LECHE X 55G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,878,18667,21aecec,77935007,COFLER CHOCO. SAB. YOGHURT FRUT/LIGHT X 27 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,881,18672,21aeceb,7622300424084,SHOT CHOCOLATE CON LECHE Y MANI TABLETA X 170 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,897,18282,21aecfa,7622300335090,MINI RHODESIA OBLEA RELLENA CUB.C/CHOC. BSA X 60GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,898,18295,21aecfa,77995681,RHODESIA OBLEA RELLENA CUBIERTA C/CHOCOLATE X 22GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,899,18296,21aecfa,77900845,TITA GALLETITA DULCE RELLENA CUBIERTA C/CHOC X 18G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,903,18365,21aeceb,77922120,COFLER BLOCK CHOCOLATE C/LECHE Y MANI TAB.X 110GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,905,18369,21aecfd,7792222041451,BONAFIDE BOCADITO RELLENO C/DDL AL RHUM X 16G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,929,23207,21aeceh,,HUEVO KINDER NENE/NENA X 20G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,935,23215,21aecea,7790580103378,COFLER CHOCOLATE AIREADO BLANCO X 27 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,936,23216,21aecea,7790580103385,COFLER CHOCOLATE AIREADO BCO/LECHE X 27 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,937,23217,21aecea,7790580103392,COFLER CHOCOLATE AIREADO ALMENDRAS X 27 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,938,23223,21aeceh,7792360092636,VIZZIO NUGATON X 100 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,939,23224,21aeceh,7792360091752,VIZZIO ALMENDRAS X 33 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,940,23225,21aeceh,7792360091769,VIZZIO NUTS X 33 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,941,23226,21aeceh,7792360091776,VIZZIO CEREAL X 25 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,942,23227,21aeceh,7792360092711,NUGATON POSTRE X 75 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,946,23214,21aecea,7790580103361,COFLER CHOCOLATE AIREADO LECHE X 27 GR.,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,971,23188,21aeceh,7898024397861,FERRERO ROCHER BOMBON CHOC.RELL. 4 UNID,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,972,23189,21aeceh,7506174512248,SNICKERS BARRA RELL.MANI CUB.C/CHOCOLATE X 48 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,996,23403,21aeceh,7891000301609,KIT KAT HUEVO DE PASCUA X 29G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1045,22297,21aecea,7790580123666,COFLER TABLETA GRAFFITI LIMON X 45G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1078,22242,21aecea,,CHOCOLART ALMENDRAS CON CHOCOLATE X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1086,22258,21aecea,7898292887163,HERSHEY CHOCOLATE LECHE X 40 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1087,22259,21aecea,7898292887187,HERSHEY CHOCOLATE BCO/COOKIES X 40 G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1088,22260,21aecea,7798136347511,CHOCOLART ALMENDRAS CON CHOCOLATE X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1108,22769,21aeceh,7792360092728,NUGATON POSTRE 35 x 100 GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1175,23658,21aecef,,BONAFIDE CHOCOLATE TAZA FAMILIAR X 100G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1299,23419,21aeceh,7898024397076,HUEVO KINDER LA LIGA DE LA JUSTICIA X 100GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1300,23420,21aeceh,7898024396673,HUEVO KINDER MIRACULOUS X 100GR,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1303,23423,21aecea,7798136349348,CHOCOLART ALMENDRAS CON D. LECHE X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1304,23424,21aecea,7798136349331,CHOCOLART ALMENDRAS CHOCOLATE COB. 70 % X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1305,23425,21aecea,7798136347290,CHOCOLART CEREAL CHOCOLATE  X 80G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1308,23429,21aecef,7790580980009,CHOCLO ENTERO ARCOR LATA X 300G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1311,23432,21aecef,,BONAFIDE CHOCOLATE CON LECHE EN RAMA X 300G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1316,23437,21aecee,7622201142308,TITA GALLETITA CHOCO RELLENA CUBIERTA C/CHOC X 18G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1317,23438,21aecee,7622201142223,RHODESIA CHOCO OBLEA RELLENA CUBIER C/CHOCO X 22G,f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1318,23439,21aecee,7622210788207,"MILKA OBLEA BIS X 105,6 GR",f
02-01,Kiosko,08-00-00,Golosinas,08-03-00,Chocolates,1324,23510,21aecea,,RAPPI - SUFLAIR CHOCOLATE C/LECHE X 50G,f
